0	1408
1	2958
2	2806
3	3139
4	3301
5	3694
6	3475
7	4150
8	4127
9	3902
10	3732
11	3803
12	4042
13	4150
14	4408
15	4248
16	4294
17	4357
18	5086
19	4897
20	4660
21	4737
22	5099
23	4859
24	5001
25	5392
26	4587
27	5359
28	5118
29	5101
30	5407
31	4960
32	5028
33	4808
34	5142
35	5007
36	5612
37	5391
38	5925
39	5281
40	5668
41	6103
42	5771
43	5536
44	5642
45	5289
46	5817
47	6210
48	6225
49	5682
50	5966
51	6060
52	5784
53	5464
54	5688
55	6173
56	5907
57	5641
58	5780
59	5917
60	6053
61	5943
62	6285
63	5721
64	6225
65	6743
66	5788
67	5978
68	5452
69	7083
70	5581
71	6163
72	5063
73	6250
74	6796
75	5941
76	6910
77	5868
78	6134
79	6416
80	6445
81	7162
82	6030
83	5708
84	6015
85	6063
86	6676
87	6517
88	6884
89	6180
90	6470
91	6732
92	6168
93	6768
94	6292
95	6910
96	6396
97	6399
98	6987
99	6446
100	6723
101	6187
102	7283
103	6156
104	6742
105	6801
106	7532
107	6832
108	7354
109	7419
110	6078
111	7281
112	7427
113	6402
114	6736
115	7283
116	6483
117	6236
118	7462
119	7667
120	6292
121	7457
122	6337
123	6688
124	7062
125	7121
126	6616
127	6668
128	8212
129	7596
130	7078
131	6824
132	7671
133	6895
134	7587
135	6697
136	7182
137	7704
138	6988
139	7658
140	7261
141	7012
142	7482
143	7078
144	6983
145	7197
146	7122
147	7484
148	6991
149	7295
150	7205
151	7449
152	6796
153	7289
154	7517
155	7669
156	7205
157	7747
158	7394
159	7382
160	7501
161	7653
162	7514
163	7375
164	7637
165	7661
166	7568
167	7739
168	7838
169	7178
170	7975
171	7467
172	7801
173	7799
174	7800
175	7623
176	8109
177	7808
178	7940
179	7834
180	7348
181	7433
182	8046
183	6840
184	7767
185	7228
186	8495
187	7230
188	7958
189	7477
190	7677
191	7728
192	7745
193	7095
194	8362
195	8206
196	7859
197	7952
198	7639
199	7095
200	8258
201	7686
202	7711
203	7427
204	7648
205	7766
206	7675
207	7601
208	7954
209	7253
210	7777
211	8756
212	7861
213	7710
214	7829
215	7319
216	8139
217	7898
218	8276
219	7850
220	7230
221	7796
222	7148
223	7705
224	8005
225	7908
226	7968
227	7613
228	8318
229	8040
230	8166
231	7875
232	8196
233	7382
234	8063
235	7980
236	7781
237	7616
238	7570
239	8195
240	7548
241	8504
242	7675
243	8107
244	8009
245	8331
246	8115
247	8241
248	7783
249	8235
250	7798
251	8332
252	8880
253	7596
254	8153
255	8174
256	8160
257	7583
258	8374
259	8759
260	8178
261	8039
262	8334
263	8380
264	8502
265	7772
266	8032
267	8804
268	8328
269	7961
270	8906
271	8825
272	8408
273	8378
274	8746
275	8912
276	8377
277	8033
278	8040
279	8214
280	8947
281	7956
282	7934
283	8090
284	7923
285	8038
286	8159
287	8182
288	8612
289	8717
290	8748
291	8836
292	8286
293	8887
294	8365
295	8832
296	8015
297	8282
298	8225
299	8049
300	8144
301	8509
302	8500
303	8637
304	8338
305	8881
306	9274
307	8210
308	9221
309	8989
310	8463
311	8443
312	8542
313	8816
314	8789
315	8395
316	8677
317	8793
318	8465
319	9156
320	8243
321	8167
322	8543
323	8110
324	8931
325	8625
326	8477
327	8433
328	8328
329	8617
330	8219
331	8426
332	8940
333	9116
334	9060
335	8678
336	8896
337	9144
338	8548
339	8126
340	8179
341	8283
342	8483
343	8835
344	8305
345	9056
346	9381
347	8473
348	8638
349	9192
350	9208
351	8026
352	9517
353	8305
354	9389
355	8412
356	8619
357	8695
358	9259
359	9271
360	9330
361	8962
362	8611
363	8617
364	9071
365	9268
366	9148
367	8684
368	8483
369	8951
370	9097
371	8927
372	8424
373	8614
374	9321
375	9186
376	8881
377	8263
378	8021
379	9248
380	8650
381	8907
382	8874
383	9162
384	9408
385	8210
386	8865
387	9178
388	8683
389	9036
390	8800
391	9399
392	8919
393	8577
394	8845
395	8470
396	9396
397	9149
398	9474
399	9216
400	9152
401	9197
402	8920
403	9158
404	9404
405	9117
406	8485
407	8822
408	9512
409	8563
410	9524
411	9056
412	9366
413	9316
414	8677
415	8641
416	8891
417	8990
418	9309
419	9705
420	9345
421	9265
422	9378
423	9690
424	9320
425	8719
426	9101
427	9548
428	9411
429	8934
430	9242
431	8735
432	9082
433	9501
434	9036
435	9206
436	9258
437	9018
438	9185
439	9192
440	9420
441	9086
442	9410
443	9187
444	9097
445	9342
446	9272
447	8728
448	8840
449	8837
450	8912
451	9601
452	9306
453	9209
454	8582
455	9270
456	8716
457	9244
458	9318
459	8846
460	9435
461	10143
462	9214
463	8991
464	9792
465	9337
466	9234
467	9552
468	9600
469	9215
470	9755
471	9225
472	9829
473	9641
474	9588
475	9651
476	9354
477	9533
478	8842
479	9766
480	9806
481	9126
482	9681
483	8886
484	9508
485	9206
486	10012
487	9120
488	9067
489	9581
490	9420
491	9611
492	9763
493	9389
494	9382
495	8907
496	9536
497	9177
498	10023
499	9816
500	9625
501	9451
502	9040
503	9727
504	9149
505	9438
506	9545
507	9589
508	9271
509	9366
510	9334
511	9698
512	8996
513	9748
514	9989
515	10044
516	9244
517	9809
518	9544
519	9781
520	9800
521	9758
522	9319
523	9721
524	9702
525	9759
526	9681
527	9469
528	9577
529	9600
530	9316
531	10572
532	9672
533	9618
534	9754
535	9220
536	9924
537	10073
538	9617
539	9682
540	9476
541	9996
542	10199
543	10197
544	9942
545	10046
546	10133
547	8965
548	10109
549	10163
550	10121
551	9785
552	10054
553	9752
554	9246
555	10107
556	10110
557	8993
558	8971
559	9701
560	9286
561	10028
562	9984
563	9975
564	9786
565	9827
566	9927
567	10003
568	9766
569	10132
570	9600
571	10019
572	9859
573	9250
574	9777
575	9953
576	9793
577	9396
578	9682
579	10436
580	10338
581	9602
582	9553
583	9542
584	10186
585	10003
586	9848
587	9610
588	9748
589	9767
590	10185
591	9950
592	9363
593	10279
594	10430
595	10126
596	9476
597	9925
598	10234
599	10261
600	10202
601	9734
602	9811
603	10059
604	10571
605	10597
606	10470
607	9734
608	10428
609	9933
610	10318
611	10377
612	10081
613	10009
614	9692
615	9814
616	9761
617	10244
618	10349
619	10258
620	9823
621	10393
622	10457
623	10371
624	9618
625	9957
626	10106
627	9687
628	10069
629	9420
630	9890
631	10016
632	10174
633	10155
634	10490
635	9720
636	9660
637	9573
638	9853
639	9983
640	9554
641	9988
642	9931
643	10549
644	9809
645	10193
646	9729
647	10435
648	10255
649	9977
650	9788
651	10425
652	10148
653	9735
654	9760
655	10140
656	10523
657	10107
658	9895
659	10290
660	10296
661	10404
662	10263
663	10053
664	10289
665	10093
666	10154
667	10161
668	9945
669	10104
670	10491
671	10178
672	9896
673	10354
674	9709
675	10461
676	10447
677	9549
678	9845
679	10229
680	9663
681	9747
682	10524
683	10065
684	10256
685	10411
686	9872
687	10222
688	10039
689	10826
690	10595
691	10255
692	10112
693	10418
694	9753
695	9969
696	10590
697	9847
698	10261
699	10092
700	10288
701	9952
702	10473
703	10672
704	10369
705	10264
706	10590
707	10495
708	10123
709	10304
710	10120
711	10173
712	10366
713	10465
714	10688
715	10104
716	9610
717	10490
718	10218
719	10349
720	9876
721	10249
722	10512
723	10050
724	10103
725	10786
726	9817
727	10370
728	10290
729	10686
730	10687
731	10536
732	9805
733	11064
734	10150
735	10612
736	10679
737	10578
738	10464
739	10143
740	10631
741	10268
742	10986
743	10363
744	10455
745	10664
746	10654
747	10703
748	10197
749	10368
750	10131
751	10166
752	10329
753	9986
754	10869
755	10489
756	10336
757	10522
758	10947
759	10471
760	10277
761	10741
762	10256
763	10494
764	9868
765	10958
766	10562
767	9868
768	10680
769	10155
770	11063
771	10548
772	10330
773	10886
774	10707
775	10488
776	10084
777	10664
778	10860
779	10525
780	10270
781	10638
782	10488
783	10741
784	10700
785	10761
786	10949
787	10673
788	11005
789	10053
790	10897
791	10580
792	10659
793	11114
794	11102
795	10660
796	10555
797	10703
798	10377
799	10371
800	10585
801	10179
802	10176
803	10841
804	10973
805	10949
806	10335
807	10510
808	10375
809	10567
810	10489
811	10906
812	11018
813	10988
814	10736
815	10551
